cannibalize,-1
capable,1
capability,1
capably,1
capitalize,1
capitulate,-1
capricious,-1
capriciously,-1
capriciousness,-1
capsize,-1
captivate,1
captivating,1
captivation,1
captive,-1
care,1
carefree,1
careful,1
careless,-1
carelessness,-1
caricature,-1
carnage,-1
carp,-1
cartoon,-1
cartoonish,-1
cashstrapped,-1
castigate,-1
casualty,-1
cataclysm,-1
cataclysmal,-1
cataclysmic,-1
cataclysmically,-1
catalyst,1
catastrophe,-1
catastrophes,-1
catastrophic,-1
catastrophically,-1
catchy,1
caustic,-1
caustically,-1
cautionary,-1
cautious,-1
cave,-1
celebrate,1
celebrated,1
celebration,1
celebratory,1
celebrity,1
censure,-1
chafe,-1
chaff,-1
chagrin,-1
challenge,-1
challenging,-1
champion,1
champ,1
chaos,-1
chaotic,-1
charisma,-1
charismatic,1
charitable,1
charity,1
charm,1
charming,1
charmingly,1
chaste,1
chasten,-1
chastise,-1
chastisement,-1
chatter,-1
chatterbox,-1
cheapen,-1
cheap,-1
cheat,-1
cheater,-1
cheer,1
cheery,1
cheerful,1
cheerless,-1
cherish,1
cherished,1
cherub,1
chic,1
chide,-1
childish,-1
chill,-1
chilly,-1
chit,-1
chivalry,1
chivalrous,1
choppy,-1
choke,-1
chore,-1
chronic,-1
chum,1
civility,1
civilization,1
civilize,1
civil,1
clamor,-1
clamorous,-1
clarity,1
clash,-1
classic,1
clean,1
cleanliness,1
cleanse,1
clear,1
clearcut,1
clearer,1
clearly,1
clever,1
cliche,-1
cliched,-1
clique,-1
clog,-1
close,-1
closeness,1
cloud,-1
clout,1
clumsy,-1
cooperation,1
coarse,-1
coax,1
cocky,-1
coddle,1
coerce,-1
coercion,-1
coercive,-1
cogent,1
cohesive,1
cohere,1
coherence,1
coherent,1
cohesion,1
cold,-1
coldly,-1
collapse,-1
collide,-1
collude,-1
collusion,-1
colorful,1
colossal,1
combative,-1
comeback,1
comedy,-1
comely,1
comfort,1
comfortable,1
comfortably,1
comforting,1
comical,-1
commend,1
commendable,1
commendably,1
commensurate,1
commonsense,1
commonsensible,1
commonsensibly,1
commonsensical,1
commodious,1
commiserate,-1
commitment,1
commonplace,-1
commotion,-1
compact,1
compassion,1
compassionate,1
compatible,1
compel,-1
compelling,1
compensate,1
competent,1
competence,1
competency,1
competitive,1
competitiveness,1
complacent,-1
complain,-1
complaining,-1
complaint,-1
complaints,-1
complement,1
complement,1
complex,-1
compliant,1
complicate,-1
complicated,-1
complication,-1
complicit,-1
compliment,1
complimentary,1
comprehensive,1
compromise,1
compromises,1
compulsion,-1
compulsive,-1
compulsory,-1
comrades,1
concede,-1
conceit,-1
conceited,-1
conceivable,1
concern,-1
concern,-1
concerned,-1
concerns,-1
concession,-1
concessions,-1
conciliate,1
conciliatory,1
conclusive,1
concrete,1
concur,1
condescend,-1
condescending,-1
condescendingly,-1
condescension,-1
condemn,-1
condemnable,-1
condemnation,-1
condolence,-1
condolences,-1
condone,1
conducive,1
confer,1
confess,-1
confession,-1
confessions,-1
confidence,1
confident,1
conflict,-1
confound,-1
confounded,-1
confounding,-1
confront,-1
confrontation,-1
confrontational,-1
confuse,-1
confused,-1
confusing,-1
confusion,-1
confute,1
congenial,1
congested,-1
congestion,-1
congratulate,1
congratulations,1
congratulatory,1
conquer,1
conscience,1
conscientious,1
consensus,1
consent,1
considerate,1
consistent,1
console,1
conspicuous,-1
conspicuously,-1
conspiracies,-1
conspiracy,-1
conspirator,-1
conspiratorial,-1
conspire,-1
constancy,1
consternation,-1
constrain,-1
constraint,-1
constructive,1
consume,-1
consummate,1
contagious,-1
contaminate,-1
contamination,-1
contempt,-1
contemptible,-1
contemptuous,-1
contemptuously,-1
contend,-1
content,1
content,1
contention,-1
contentment,1
contentious,-1
continuity,1
contort,-1
contortions,-1
contradict,-1
contradiction,-1
contradictory,-1
contrariness,-1
contrary,-1
contravene,-1
contribution,1
contrive,-1
contrived,-1
controversial,-1
controversy,-1
convenient,1
convenient,1
conveniently,1
conviction,1
convince,1
convincing,1
convincingly,1
convoluted,-1
cooperate,1
cooperation,1
cooperative,1
cooperatively,1
coping,-1
cordial,1
cornerstone,1
correct,1
correctly,1
corrode,-1
corrosion,-1
corrosive,-1
corrupt,-1
corruption,-1
costeffective,1
costsaving,1
costly,-1
counterproductive,-1
coupists,-1
courage,1
courageous,1
courageously,1
courageousness,1
court,1
courteous,1
courtesy,1
courtly,1
covenant,1
covet,both
coveting,both
covetingly,both
covetous,-1
covetously,both
cow,-1
coward,-1
cowardly,-1
cozy,1
crackdown,-1
crafty,-1
cramped,-1
cranky,-1
crass,-1
crave,1
craven,-1
cravenly,-1
craving,1
craze,-1
crazily,-1
craziness,-1
crazy,-1
creative,1
credence,1
credible,1
credulous,-1
crime,-1
criminal,-1
cringe,-1
cripple,-1
crippling,-1
crisis,-1
crisp,1
critic,-1
critical,-1
criticism,-1
criticisms,-1
criticize,-1
critics,-1
crook,-1
crooked,-1
cross,-1
crowded,-1
crude,-1
cruel,-1
cruelties,-1
cruelty,-1
crumble,-1
crumple,-1
crusade,1
crusader,1
crush,-1
crushing,-1
cry,-1
culpable,-1
cuplrit,-1
cumbersome,-1
cureall,1
curious,1
curiously,1
curse,-1
cursed,-1
curses,-1
cursory,-1
curt,-1
cuss,-1
cut,-1
cute,1
cutthroat,-1
cynical,-1
cynicism,-1
damage,-1
damaging,-1
damn,-1
damnable,-1
damnably,-1
damnation,-1
damned,-1
damning,-1
dance,1
danger,-1
dangerous,-1
dangerousness,-1
dangle,-1
dare,1
daring,1
daringly,1
dark,-1
darken,-1
darkness,-1
darling,1
darn,-1
dash,-1
dashing,1
dastard,-1
dastardly,-1
daunt,-1
daunting,-1
dauntingly,-1
dauntless,1
dawdle,-1
dawn,1
daydream,1
daydreamer,1
daze,-1
dazed,-1
dazzle,1
dazzled,1
dazzling,1
dead,-1
deadbeat,-1
deadlock,-1
deadly,-1
deadweight,-1
deaf,-1
deal,1
dear,1
dearth,-1
death,-1
debacle,-1
debase,-1
debasement,-1
debaser,-1
debatable,-1
debate,-1
debauch,-1
debaucher,-1
debauchery,-1
debilitate,-1
debilitating,-1
debility,-1
decadence,-1
decadent,-1
decay,-1
decayed,-1
deceit,-1
deceitful,-1
deceitfully,-1
deceitfulness,-1
deceiving,-1
deceive,-1
deceiver,-1
deceivers,-1
decent,1
decency,1
deception,-1
deceptive,-1
deceptively,-1
decisive,1
decisiveness,1
declaim,-1
decline,-1
declining,-1
decrease,-1
decreasing,-1
decrement,-1
decrepit,-1
decrepitude,-1
decry,-1
dedicated,1
deep,-1
deepening,-1
defamation,-1
defamations,-1
defamatory,-1
defame,-1
defeat,-1
defect,-1
defective,-1
defend,1
defender,1
defensive,-1
deference,1
defense,1
defiance,-1
defiant,-1
defiantly,-1
deficiency,-1
deficient,-1
defile,-1
defiler,-1
definite,1
definitely,1
definitive,1
definitively,1
deflationary,1
deform,-1
deformed,-1
defrauding,-1
deft,1
defunct,-1
defy,-1
degenerate,-1
degenerately,-1
degeneration,-1
degradation,-1
degrade,-1
degrading,-1
degradingly,-1
dehumanization,-1
dehumanize,-1
deign,-1
deject,-1
dejected,-1
dejectedly,-1
dejection,-1
delectable,1
delicacy,1
delicate,1
delicious,1
delight,1
delighted,1
delightful,1
delightfully,1
delightfulness,1
delinquency,-1
delinquent,-1
delirious,-1
delirium,-1
delude,-1
deluded,-1
deluge,-1
delusion,-1
delusional,-1
delusions,-1
demand,both
demand,both
demands,both
demean,-1
demeaning,-1
demise,-1
democratic,1
demolish,-1
demolisher,-1
demon,-1
demonic,-1
demonize,-1
demoralize,-1
demoralizing,-1
demoralizingly,-1
demystify,1
denial,-1
denigrate,-1
deny,-1
denounce,-1
denunciate,-1
denunciation,-1
denunciations,-1
dependable,1
deplete,-1
deplorable,-1
deplorably,-1
deplore,-1
deploring,-1
deploringly,-1
deprave,-1
depraved,-1
depravedly,-1
deprecate,-1
depress,-1
depressed,-1
depressing,-1
depressingly,-1
depression,-1
deprive,-1
deprived,-1
deride,-1
derision,-1
derisive,-1
derisively,-1
derisiveness,-1
derogatory,-1
desecrate,-1
deserve,1
deserved,1
deservedly,1
deserving,1
desert,-1
desertion,-1
desiccate,-1
desiccated,-1
desirable,1
desire,1
desirous,1
desolate,-1
desolately,-1
desolation,-1
despair,-1
despairing,-1
despairingly,-1
desperate,-1
desperately,-1
desperation,-1
despicable,-1
despicably,-1
despise,-1
despised,-1
despite,-1
despoil,-1
despoiler,-1
despondence,-1
despondency,-1
despondent,-1
despondently,-1
despot,-1
despotic,-1
despotism,-1
destabilisation,-1
destine,1
destined,1
destinies,1
destiny,1
destitute,-1
destitution,-1
destroy,-1
destroyer,-1
destruction,-1
destructive,-1
desultory,-1
deter,-1
deteriorate,-1
deteriorating,-1
deterioration,-1
determination,1
deterrent,-1
detest,-1
detestable,-1
detestably,-1
detract,-1
detraction,-1
detriment,-1
detrimental,-1
devastate,-1
devastated,-1
devastating,-1
devastatingly,-1
devastation,-1
deviate,-1
deviation,-1
devil,-1
devilish,-1
devilishly,-1
devilment,-1
devilry,-1
devious,-1
deviously,-1
deviousness,-1
devoid,-1
devote,1
devoted,1
devotee,1
devotion,1
devout,1
dexterity,1
dexterous,1
dexterously,1
dextrous,1
diabolic,-1
diabolical,-1
diabolically,-1
diametrically,-1
diatribe,-1
diatribes,-1
dictator,-1
dictatorial,-1
differ,-1
difficult,-1
difficulties,-1
difficulty,-1
diffidence,-1
dig,-1
dig,1
dignified,1
dignify,1
dignity,1
digress,-1
dilapidated,-1
dilemma,-1
diligence,1
diligent,1
diligently,1
dillydally,-1
dim,-1
dim,-1
diminish,-1
diminishing,-1
din,-1
dinky,-1
diplomatic,1
dire,-1
direly,-1
direness,-1
dirt,-1
dirty,-1
disable,-1
disabled,-1
disaccord,-1
disadvantage,-1
disadvantaged,-1
disadvantageous,-1
disaffect,-1
disaffected,-1
disaffirm,-1
disagree,-1
disagreeable,-1
disagreeably,-1
disagreement,-1
disallow,-1
disappoint,-1
disappointed,-1
disappointing,-1
disappointingly,-1
disappointment,-1
disapprobation,-1
disapproval,-1
disapprove,-1
disapproving,-1
disarm,-1
disarray,-1
disaster,-1
disastrous,-1
disastrously,-1
disavow,-1
disavowal,-1
disbelief,-1
disbelieve,-1
disbeliever,-1
discerning,1
disclaim,-1
discombobulate,-1
discomfit,-1
discomfititure,-1
discomfort,-1
discompose,-1
disconcert,-1
disconcerted,-1
disconcerting,-1
disconcertingly,-1
disconsolate,-1
disconsolately,-1
disconsolation,-1
discontent,-1
discontented,-1
discontentedly,-1
discontinuity,-1
discord,-1
discordance,-1
discordant,-1
discountenance,-1
discourage,-1
discouragement,-1
discouraging,-1
discouragingly,-1
discourteous,-1
discourteously,-1
discredit,-1
discreet,1
discrepant,-1
discretion,1
discriminate,-1
discriminating,1
discriminatingly,1
discrimination,-1
discriminatory,-1
disdain,-1
disdainful,-1
disdainfully,-1
disease,-1
diseased,-1
disfavor,-1
disgrace,-1
disgraced,-1
disgraceful,-1
disgracefully,-1
disgruntle,-1
disgruntled,-1
disgust,-1
disgusted,-1
disgustedly,-1
disgustful,-1
disgustfully,-1
disgusting,-1
disgustingly,-1
dishearten,-1
disheartening,-1
dishearteningly,-1
dishonest,-1
dishonestly,-1
dishonesty,-1
dishonor,-1
dishonorable,-1
dishonorablely,-1
disillusion,-1
disillusioned,-1
disinclination,-1
disinclined,-1
disingenuous,-1
disingenuously,-1
disintegrate,-1
disinterested,-1
disintegration,-1
disinterest,-1
disinterested,-1
dislike,-1
dislocated,-1
disloyal,-1
disloyalty,-1
dismal,-1
dismally,-1
dismalness,-1
dismay,-1
dismayed,-1
dismaying,-1
dismayingly,-1
dismissive,-1
dismissively,-1
disobedience,-1
disobedient,-1
disobey,-1
disown,-1
disorder,-1
disordered,-1
disorderly,-1
disorganized,-1
disorient,-1
disoriented,-1
disparage,-1
disparaging,-1
disparagingly,-1
dispensable,-1
dispirit,-1
dispirited,-1
dispiritedly,-1
dispiriting,-1
displace,-1
displaced,-1
displease,-1
displeasing,-1
displeasure,-1
disproportionate,-1
disprove,-1
disputable,-1
dispute,-1
disputed,-1
disquiet,-1
disquieting,-1
disquietingly,-1
disquietude,-1
disregard,-1
disregardful,-1
disreputable,-1
disrepute,-1
disrespect,-1
disrespectable,-1
disrespectablity,-1
disrespectful,-1
disrespectfully,-1
disrespectfulness,-1
disrespecting,-1
disrupt,-1
disruption,-1
disruptive,-1
dissatisfaction,-1
dissatisfactory,-1
dissatisfied,-1
dissatisfy,-1
dissatisfying,-1
dissemble,-1
dissembler,-1
dissension,-1
dissent,-1
dissenter,-1
dissention,-1
disservice,-1
dissidence,-1
dissident,-1
dissidents,-1
dissocial,-1
dissolute,-1
dissolution,-1
dissonance,-1
dissonant,-1
dissonantly,-1
dissuade,-1
dissuasive,-1
distaste,-1
distasteful,-1
distastefully,-1
distinct,1
distinction,1
distinctive,1
distinguish,1
distinguished,1
distort,-1
distortion,-1
distract,-1
distracting,-1
distraction,-1
distraught,-1
distraughtly,-1
distraughtness,-1
distress,-1
distressed,-1
distressing,-1
distressingly,-1
distrust,-1
distrustful,-1
distrusting,-1
disturb,-1
disturbed,-1
disturbedlet,-1
disturbing,-1
disturbingly,-1
disunity,-1
disvalue,-1
divergent,-1
diversified,1
divide,-1
divided,-1
divine,1
divinely,1
division,-1
divisive,-1
divisively,-1
divisiveness,-1
divorce,-1
divorced,-1
dizzy,-1
dizzing,-1
dizzingly,-1
doddering,-1
dodge,1
dodgey,-1
dogged,-1
doggedly,-1
dogmatic,-1
doldrums,-1
dominance,-1
dominate,-1
domination,-1
domineer,-1
domineering,-1
doom,-1
doomsday,-1
dope,-1
dote,1
dotingly,1
doubt,-1
doubtful,-1
doubtfully,-1
doubtless,1
doubts,-1
down,-1
downbeat,-1
downcast,-1
downer,-1
downfall,-1
downfallen,-1
downgrade,-1
downhearted,-1
downheartedly,-1
downside,-1
drab,-1
draconian,-1
draconic,-1
dragon,-1
dragons,-1
dragoon,-1
drain,-1
drama,-1
drastic,-1
drastically,-1
dread,-1
dreadful,-1
dreadfully,-1
dreadfulness,-1
dream,1
dream,1
dreamland,1
dreams,1
dreamy,1
dreary,-1
drive,1
driven,1
drones,-1
droop,-1
drought,-1
drowning,-1
drunk,-1
drunkard,-1
drunken,-1
dubious,-1
dubiously,-1
dubitable,-1
dud,-1
dull,-1
dullard,-1
dumb,-1
dumbfound,-1
dumbfounded,-1
dummy,-1
dump,-1
dunce,-1
dungeon,-1
dungeons,-1
dupe,-1
durable,1
durability,1
dusty,-1
dwindle,-1
dwindling,-1
dynamic,1
dying,-1
eager,1
eagerly,1
eagerness,1
earnest,1
earnestly,1
earnestness,1
earsplitting,-1
ease,1
easier,1
easiest,1
easily,1
easiness,1
easy,1
easygoing,1
ebullience,1
ebullient,1
ebulliently,1
eccentric,-1
eccentricity,-1
eclectic,1
economical,1
ecstasies,1
ecstasy,1
ecstatic,1
ecstatically,1
edgy,-1
edify,1
educable,1
educated,1
educational,1
effective,1
effectiveness,1
effectual,1
efficacious,1
efficiency,1
efficient,1
effigy,-1
effortless,1
effortlessly,1
effrontery,-1
effusion,1
effusive,1
effusively,1
effusiveness,1
egalitarian,1
ego,-1
egocentric,-1
egomania,-1
egotism,-1
egotistical,-1
egotistically,-1
egregious,-1
egregiously,-1
ejaculate,-1
elan,1
elate,1
elated,1
elatedly,1
elation,1
electionrigger,-1
electrification,1
electrify,1
elegance,1
elegant,1
elegantly,1
elevate,1
elevated,1
eligible,1
eliminate,-1
elimination,-1
elite,1
eloquence,1
eloquent,1
eloquently,1
emaciated,-1
emancipate,1
emasculate,-1
embarrass,-1
embarrassing,-1
embarrassingly,-1
embarrassment,-1
embattled,-1
embellish,1
embolden,1
embrace,1
embroil,-1
embroiled,-1
embroilment,-1
eminence,1
eminent,1
emotional,-1
empathize,-1
empathy,-1
emphatic,-1
emphatically,-1
empower,1
empowerment,1
emptiness,-1
empty,-1
enable,1
enchant,1
enchanted,1
enchanting,1
enchantingly,1
encourage,1
encouragement,1
encouraging,1
encouragingly,1
encroach,-1
encroachment,-1
endanger,-1
endear,1
endearing,1
endless,-1
endorse,1
endorsement,1
endorser,1
endurable,1
endure,1
enduring,1
enemies,-1
enemy,-1
energetic,1
energize,1
enervate,-1
enfeeble,-1
enflame,-1
engaging,1
engrossing,1
engulf,-1
enhance,1
enhanced,1
enhancement,1
enjoin,-1
enjoy,1
enjoyable,1
enjoyably,1
enjoyment,1
enlighten,1
enlightenment,1
enliven,1
enmity,-1
ennoble,1
enormities,-1
enormity,-1
enormous,-1
enormously,-1
enrage,-1
enraged,-1
enrapt,1
enrapture,1
enraptured,1
enrich,1
enrichment,1
enslave,-1
ensure,1
entangle,-1
entanglement,-1
enterprising,1
entertain,1
entertaining,1
enthral,1
enthrall,1
enthralled,1
enthuse,1
enthusiasm,1
enthusiast,1
enthusiastic,1
enthusiastically,1
entice,1
enticing,1
enticingly,1
entrance,1
entranced,1
entrancing,1
entrap,-1
entrapment,-1
entreat,1
entreatingly,1
